,package,version,update_date,depends,makedepends,checkdepends,opt_depends
6087,pysol-sound-server,3.01,2014-07-05T06:49:39.632Z,python2 smpeg,,,
6088,pystatgrab,0.7,2018-02-19T18:54:24.393Z,libstatgrab python,,,
6089,python,3.6.5,2018-04-24T08:07:49.271Z,bzip2 expat gdbm libffi libnsl openssl zlib,bluez-libs gdb llvm mpdecimal sqlite tk valgrind xorg-server-xvfb,,mpdecimal: for decimal python-pip python-setuptools sqlite tk: for tkinter xz: for lzma
6090,python2,2.7.15,2018-05-04T15:08:18.247Z,bzip2 expat gdbm libffi libnsl openssl sqlite zlib,bluez-libs tk,file gdb xorg-server-xvfb,python2-pip python2-setuptools tk: for IDLE
6091,python2-acme,0.24.0,2018-05-03T14:22:49.421Z,python2-josepy python2-mock python2-pyopenssl python2-pyrfc3339 python2-pytz python2-requests python2-setuptools python2-six,python2-josepy python2-mock python2-pyopenssl python2-pyrfc3339 python2-pytz python2-requests python2-setuptools python2-six python-josepy python-mock python-pyopenssl python-pyrfc3339 python-pytz python-requests python-setuptools python-six,python2-pytest-runner python-pytest-runner,
6092,python2-alembic,0.9.9,2018-04-07T15:34:48.053Z,python2 python2-dateutil python2-editor python2-mako python2-sqlalchemy,python2-dateutil python2-editor python2-mako python2-setuptools python2-sqlalchemy python-dateutil python-editor python-mako python-setuptools python-sqlalchemy,python2-mock python2-pytest python-mock python-pytest,
6093,python2-amqp,2.2.2,2017-09-15T05:08:44.209Z,python2-vine,python2-vine python-vine,python2-pytest-runner python-pytest-runner,
6094,python2-antlr2,2.7.7,2017-07-11T12:09:59.737Z,antlr2 python2,java-environment python2 sh,,
6095,python2-anyjson,0.3.3,2017-01-06T08:11:42.064Z,python2,python2-setuptools python-setuptools,,
6096,python2-anytree,2.4.3,2018-03-24T15:34:50.322Z,python2-six,git python2-setuptools python2-six python-setuptools python-six,,
6097,python2-apache-libcloud,2.3.0,2018-03-03T11:04:12.775Z,python2-requests,python2-requests python2-setuptools python-requests python-setuptools,openssh python2-mock python2-pytest-runner python2-requests-mock python-mock python-pytest-runner python-requests-mock,
6098,python2-apipkg,1.4,2017-01-06T08:11:44.594Z,python2,python2-setuptools python-setuptools,python2-pytest python-pytest,
6099,python2-appdirs,1.4.3,2017-03-08T10:44:15.041Z,python2,python2-setuptools python-setuptools,,
6100,python2-application,2.1.0,2017-05-02T09:54:57.185Z,python2,,,
6101,python2-apptools,4.4.0,2017-01-06T08:11:26.279Z,python2-traits,python2-setuptools python2-traits python-setuptools python-traits,,python2-configobj: for apptools.preferences package python2-traitsui: for user interface to apptools
6102,python2-apsw,3.22.0,2018-03-28T21:49:47.050Z,python2 sqlite,python python2,,
6103,python2-argcomplete,1.9.4,2018-02-21T15:18:29.309Z,python2,python2-setuptools python-setuptools,python2-pexpect python-pexpect tcsh,
6104,python2-argh,0.26.2,2017-01-06T08:11:25.167Z,python2,git python2-setuptools python-setuptools,python2-iocapture python2-mock python2-pytest python-iocapture python-mock python-pytest,
6105,python2-argparse,1.4.0,2017-01-06T08:11:37.243Z,python2,python python2 python2-setuptools python-setuptools,,
6106,python2-args,0.1.0.20121116,2017-01-06T08:11:50.991Z,python2,git python2-setuptools python-setuptools,python2-nose python-nose,
6107,python2-arrow,0.12.1,2018-04-30T08:27:48.441Z,python2 python2-backports.functools_lru_cache python2-dateutil python2-nose,python2-setuptools python-setuptools,,
6108,python2-asn1crypto,0.24.0,2017-12-22T05:49:08.997Z,python2,python2-setuptools python-setuptools,,
6109,python2-aspectlib,1.4.2,2017-01-06T08:11:35.164Z,python2,git python2-setuptools python-setuptools,python2-mock python2-process-tests python2-profilestats python2-pytest-capturelog python2-tornado python2-trollius python-mock python-process-tests python-profilestats python-pytest-capturelog python-tornado,
6110,python2-ass,0.4.2,2017-01-06T08:11:37.695Z,python2-setuptools,git python2-setuptools python-setuptools,,
6111,python2-astor,0.6.2,2017-11-17T03:14:54.631Z,python2,python2-setuptools python-setuptools,python2-nose python2-unittest2 python-nose,
